Instrument,Company Common Name,Date,Short-Term Debt & Current Portion of Long-Term Debt,Debt - Non-Convertible - Long-Term,Capitalized Lease Obligations - Long-Term,Current Portion of Long-Term Debt excl Capitalized Leases,Capitalized Leases - Current Portion,NAICS Sector Code,NAICS Sector Name,NAICS Subsector Code,NAICS Subsector Name,NAICS National Industry Code,NAICS National Industry Name,NAICS Industry Group Code,NAICS Industry Group Name,Country of Exchange,Exchange Name
DK0010206929,,2008-12-01T00:00:00Z,,,,,,,,,,,,,,,
DK0010206929,,2009-12-01T00:00:00Z,,,,,,,,,,,,,,,
DK0010206929,,2010-12-01T00:00:00Z,,,,,,,,,,,,,,,
DK0010206929,,2011-12-01T00:00:00Z,,,,,,,,,,,,,,,
DK0010206929,,2012-12-01T00:00:00Z,,,,,,,,,,,,,,,
DK0010206929,,2013-12-01T00:00:00Z,,,,,,,,,,,,,,,
DK0010206929,,2014-12-01T00:00:00Z,,,,,,,,,,,,,,,
DK0010206929,,2015-12-01T00:00:00Z,,,,,,,,,,,,,,,
DK0010206929,,2018-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010206929,,2019-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010206929,,2020-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010206929,,2021-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010242213,Dicentia A/S under konkurs,,,,,,,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,334610,Manufacturing and Reproducing Magnetic and Optical Media,3346,Manufacturing and Reproducing Magnetic and Optical Media,Denmark,
DK0010241751,Sjaelsoe Gruppen A/S Under Konkurs,,,,,,,53,Real Estate and Rental and Leasing,531,Real Estate,531110,Lessors of Residential Buildings and Dwellings,5311,Lessors of Real Estate,Denmark,
DK0060700516,Per Aarsleff Holding A/S,1995-09-30T00:00:00Z,88444000.0,65381000.0,,88444000.0,,23,Construction,237,Heavy and Civil Engineering Construction,237310,"Highway, Street, and Bridge Construction",2373,"Highway, Street, and Bridge Construction",Denmark,NASDAQ COPENHAGEN A/S
DK0060700516,,1996-09-30T00:00:00Z,76655000.0,79343000.0,,76655000.0,,,,,,,,,,,
DK0060700516,,1997-09-30T00:00:00Z,150064000.0,66424000.0,,150064000.0,,,,,,,,,,,
DK0060700516,,1998-09-30T00:00:00Z,132851000.0,53983000.0,,132851000.0,,,,,,,,,,,
DK0060700516,,1999-09-30T00:00:00Z,103308000.0,80464000.0,,103308000.0,,,,,,,,,,,
DK0060700516,,2000-09-30T00:00:00Z,145552000.0,73917000.0,,145552000.0,,,,,,,,,,,
DK0060700516,,2001-09-30T00:00:00Z,253404000.0,144202000.0,,253404000.0,,,,,,,,,,,
DK0060700516,,2002-09-30T00:00:00Z,185787000.0,165146000.0,,185787000.0,,,,,,,,,,,
DK0060700516,,2003-09-30T00:00:00Z,94191000.0,158540000.0,,94191000.0,,,,,,,,,,,
DK0060700516,,2004-09-30T00:00:00Z,206393000.0,134915000.0,,206393000.0,,,,,,,,,,,
DK0060700516,,2005-09-30T00:00:00Z,258742000.0,92499000.0,,258742000.0,,,,,,,,,,,
DK0060700516,,2006-09-30T00:00:00Z,388108000.0,174199000.0,,388108000.0,,,,,,,,,,,
DK0060700516,,2007-09-30T00:00:00Z,363273000.0,172444000.0,,363273000.0,,,,,,,,,,,
DK0060700516,,2008-09-30T00:00:00Z,409595000.0,165619000.0,,409595000.0,,,,,,,,,,,
DK0060700516,,2009-09-30T00:00:00Z,368184000.0,164743000.0,,368184000.0,,,,,,,,,,,
DK0060700516,,2010-09-30T00:00:00Z,381450000.0,135801000.0,,381450000.0,,,,,,,,,,,
DK0060700516,,2011-09-30T00:00:00Z,679258000.0,194734000.0,,679258000.0,,,,,,,,,,,
DK0060700516,,2012-09-30T00:00:00Z,520939000.0,204015000.0,,520939000.0,,,,,,,,,,,
DK0060700516,,2013-09-30T00:00:00Z,650155000.0,208495000.0,,650155000.0,,,,,,,,,,,
DK0060700516,,2014-09-30T00:00:00Z,296386000.0,198980000.0,,296386000.0,,,,,,,,,,,
DK0060700516,,2015-09-30T00:00:00Z,448411000.0,184008000.0,,448411000.0,,,,,,,,,,,
DK0060700516,,2016-09-30T00:00:00Z,330838000.0,180264000.0,,330838000.0,,,,,,,,,,,
DK0060700516,,2017-09-30T00:00:00Z,460961000.0,174148000.0,,460961000.0,,,,,,,,,,,
DK0060700516,,2018-09-30T00:00:00Z,299205000.0,167330000.0,,299205000.0,,,,,,,,,,,
DK0060700516,,2019-09-30T00:00:00Z,472241000.0,131287000.0,,472241000.0,,,,,,,,,,,
DK0060700516,,2020-09-30T00:00:00Z,410250000.0,101630000.0,234316000.0,281965000.0,128285000.0,,,,,,,,,,
DK0060700516,,2021-09-30T00:00:00Z,289214000.0,94128000.0,262995000.0,151233000.0,137981000.0,,,,,,,,,,
DK0060700516,,2022-09-30T00:00:00Z,1430000000.0,114000000.0,397000000.0,1257000000.0,173000000.0,,,,,,,,,,
DK0010212570,Newcap Holding A/S,1998-12-31T00:00:00Z,26708000.0,77474000.0,,,,52,Finance and Insurance,524,Insurance Carriers and Related Activities,524210,Insurance Agencies and Brokerages,5242,"Agencies, Brokerages, and Other Insurance Related Activities",Denmark,NASDAQ COPENHAGEN A/S
DK0010212570,,1999-12-31T00:00:00Z,2657000.0,56388000.0,,,,,,,,,,,,,
DK0010212570,,2000-12-31T00:00:00Z,21135000.0,1861000.0,,0.0,,,,,,,,,,,
DK0010212570,,2001-12-31T00:00:00Z,15351000.0,9885000.0,,,,,,,,,,,,,
DK0010212570,,2002-12-31T00:00:00Z,4873000.0,23989000.0,,,,,,,,,,,,,
DK0010212570,,2003-12-31T00:00:00Z,21655000.0,22847000.0,,17674000.0,,,,,,,,,,,
DK0010212570,,2004-12-31T00:00:00Z,5155000.0,4678000.0,,4678000.0,,,,,,,,,,,
DK0010212570,,2005-12-31T00:00:00Z,,4495000.0,,,,,,,,,,,,,
DK0010212570,,2006-12-31T00:00:00Z,,46663000.0,,,,,,,,,,,,,
DK0010212570,,2007-12-31T00:00:00Z,,539172000.0,,,,,,,,,,,,,
DK0010212570,,2008-12-31T00:00:00Z,,62806000.0,,,,,,,,,,,,,
DK0010212570,,2009-12-31T00:00:00Z,,1150000.0,,,,,,,,,,,,,
DK0010212570,,2010-12-31T00:00:00Z,,48353000.0,,,,,,,,,,,,,
DK0010212570,,2011-12-31T00:00:00Z,,57339000.0,,,,,,,,,,,,,
DK0010212570,,2012-12-31T00:00:00Z,,8001000.0,,,,,,,,,,,,,
DK0010212570,,2013-12-31T00:00:00Z,,29330000.0,,,,,,,,,,,,,
DK0010212570,,2014-12-31T00:00:00Z,,0.0,,,,,,,,,,,,,
DK0010212570,,2015-12-31T00:00:00Z,,201000.0,,,,,,,,,,,,,
DK0010212570,,2016-12-31T00:00:00Z,,41856000.0,,,,,,,,,,,,,
DK0010212570,,2017-12-31T00:00:00Z,,40625000.0,,,,,,,,,,,,,
DK0010212570,,2018-12-31T00:00:00Z,,50625000.0,,,,,,,,,,,,,
DK0010212570,,2019-12-31T00:00:00Z,,0.0,,,,,,,,,,,,,
DK0010212570,,2020-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010212570,,2021-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010271238,Strategic Investments A/S,1998-12-31T00:00:00Z,5848000.0,25804000.0,,,,52,Finance and Insurance,523,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",523910,Miscellaneous Intermediation,5239,Other Financial Investment Activities,Denmark,NASDAQ COPENHAGEN A/S
DK0010271238,,1999-12-31T00:00:00Z,15179000.0,19102000.0,0.0,8765000.0,0.0,,,,,,,,,,
DK0010271238,,2000-12-31T00:00:00Z,76323000.0,11502000.0,25528000.0,24498000.0,385000.0,,,,,,,,,,
DK0010271238,,2001-12-31T00:00:00Z,9211000.0,20630000.0,25119000.0,8801000.0,410000.0,,,,,,,,,,
DK0010271238,,2002-12-31T00:00:00Z,9517000.0,25343000.0,24698000.0,9088000.0,429000.0,,,,,,,,,,
DK0010271238,,2003-12-31T00:00:00Z,10209000.0,15441000.0,24242000.0,9753000.0,456000.0,,,,,,,,,,
DK0010271238,,2004-12-31T00:00:00Z,485000.0,0.0,23758000.0,0.0,485000.0,,,,,,,,,,
DK0010271238,,2005-12-31T00:00:00Z,516000.0,,23242000.0,,516000.0,,,,,,,,,,
DK0010271238,,2006-12-31T00:00:00Z,0.0,,0.0,,0.0,,,,,,,,,,
DK0010271238,,2007-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010271238,,2008-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010271238,,2009-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010271238,,2010-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010271238,,2011-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010271238,,2012-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010271238,,2013-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010271238,,2014-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010271238,,2015-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010271238,,2016-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010271238,,2017-12-31T00:00:00Z,33087000.0,,,,,,,,,,,,,,
DK0010271238,,2018-12-31T00:00:00Z,0.0,,,,,,,,,,,,,,
DK0010271238,,2019-12-31T00:00:00Z,68139000.0,,,,,,,,,,,,,,
DK0010271238,,2020-12-31T00:00:00Z,101074000.0,,,,,,,,,,,,,,
DK0010271238,,2021-12-31T00:00:00Z,84203000.0,,,,,,,,,,,,,,
DK0060083210,Dampskibsselskabet Norden A/S,1994-12-31T00:00:00Z,11367671.71933,33022062.93361,,,,48-49,Transportation and Warehousing,483,Water Transportation,483111,Deep Sea Freight Transportation,4831,"Deep Sea, Coastal, and Great Lakes Water Transportation",Denmark,NASDAQ COPENHAGEN A/S
DK0060083210,,1995-12-31T00:00:00Z,10720126.52086,32786154.59267,,,,,,,,,,,,,
DK0060083210,,1996-12-31T00:00:00Z,10849482.43679,33181741.0487,,,,,,,,,,,,,
DK0060083210,,1997-12-31T00:00:00Z,13604180.96086,32778645.56722,,,,,,,,,,,,,
DK0060083210,,1998-12-31T00:00:00Z,18861928.61616,29597996.24296,15539135.87977,,,,,,,,,,,,
DK0060083210,,1999-12-31T00:00:00Z,9003896.73648,0.0,52855171.29404,,,,,,,,,,,,
DK0060083210,,2000-12-31T00:00:00Z,9265675.94207,0.0,70204463.31539,,,,,,,,,,,,
DK0060083210,,2001-12-31T00:00:00Z,6767884.96105,24025284.60156,53934092.27082,,,,,,,,,,,,
DK0060083210,,2002-12-31T00:00:00Z,8845136.56101,22726269.78402,0.0,,,,,,,,,,,,
DK0060083210,,2003-12-31T00:00:00Z,14668975.42022,17646591.77295,26985218.34614,14314215.72768,354759.69254,,,,,,,,,,
DK0060083210,,2004-12-31T00:00:00Z,13511000.0,66901000.0,24746000.0,11325000.0,2186000.0,,,,,,,,,,
DK0060083210,,2005-12-31T00:00:00Z,8388000.0,36697000.0,24442000.0,7689000.0,699000.0,,,,,,,,,,
DK0060083210,,2006-12-31T00:00:00Z,13118000.0,103925000.0,23667000.0,13118000.0,,,,,,,,,,,
DK0060083210,,2007-12-31T00:00:00Z,5187000.0,68796000.0,0.0,5187000.0,,,,,,,,,,,
DK0060083210,,2008-12-31T00:00:00Z,5187000.0,63610000.0,,5187000.0,,,,,,,,,,,
DK0060083210,,2009-12-31T00:00:00Z,5187000.0,58423000.0,,5187000.0,,,,,,,,,,,
DK0060083210,,2010-12-31T00:00:00Z,43757000.0,14666000.0,,43757000.0,,,,,,,,,,,
DK0060083210,,2011-12-31T00:00:00Z,30043000.0,135017000.0,,30043000.0,,,,,,,,,,,
DK0060083210,,2012-12-31T00:00:00Z,17385000.0,138240000.0,,17385000.0,,,,,,,,,,,
DK0060083210,,2013-12-31T00:00:00Z,27647000.0,230568000.0,,27647000.0,,,,,,,,,,,
DK0060083210,,2014-12-31T00:00:00Z,27647000.0,202908000.0,,27647000.0,,,,,,,,,,,
DK0060083210,,2015-12-31T00:00:00Z,36319000.0,262036000.0,,36319000.0,,,,,,,,,,,
DK0060083210,,2016-12-31T00:00:00Z,26171000.0,190089000.0,,26171000.0,,,,,,,,,,,
DK0060083210,,2017-12-31T00:00:00Z,26310000.0,195435000.0,,26310000.0,,,,,,,,,,,
DK0060083210,,2018-12-31T00:00:00Z,125513000.0,206466000.0,,125513000.0,,,,,,,,,,,
DK0060083210,,2019-12-31T00:00:00Z,166700000.0,268400000.0,198700000.0,34900000.0,131800000.0,,,,,,,,,,
DK0060083210,,2020-12-31T00:00:00Z,179700000.0,282400000.0,213300000.0,37600000.0,142100000.0,,,,,,,,,,
DK0060083210,,2021-12-31T00:00:00Z,377700000.0,400800000.0,269900000.0,39900000.0,337800000.0,,,,,,,,,,
DK0010147065,Bioscan A/S under konkurs,,,,,,,56,Administrative and Support and Waste Management and Remediation Services,562,Waste Management and Remediation Services,562910,Remediation Services,5629,Remediation and Other Waste Management Services,Denmark,
DK0010230630,Groenlandsbanken A/S,1998-12-31T00:00:00Z,,23613000.0,,,,52,Finance and Insurance,522,Credit Intermediation and Related Activities,522110,Commercial Banking,5221,Depository Credit Intermediation,Denmark,NASDAQ COPENHAGEN A/S
DK0010230630,,1999-12-31T00:00:00Z,,22815000.0,,,,,,,,,,,,,
DK0010230630,,2000-12-31T00:00:00Z,,21944000.0,,,,,,,,,,,,,
DK0010230630,,2001-12-31T00:00:00Z,,20993000.0,,,,,,,,,,,,,
DK0010230630,,2002-12-31T00:00:00Z,,19956000.0,,,,,,,,,,,,,
DK0010230630,,2003-12-31T00:00:00Z,,18824000.0,,,,,,,,,,,,,
DK0010230630,,2004-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010230630,,2005-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010230630,,2006-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010230630,,2007-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010230630,,2008-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010230630,,2009-12-31T00:00:00Z,0.0,,,,,,,,,,,,,,
DK0010230630,,2010-12-31T00:00:00Z,99847000.0,,,,,,,,,,,,,,
DK0010230630,,2011-12-31T00:00:00Z,99910000.0,,,,,,,,,,,,,,
DK0010230630,,2012-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010230630,,2013-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010230630,,2014-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010230630,,2015-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010230630,,2016-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010230630,,2017-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010230630,,2018-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010230630,,2019-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010230630,,2020-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010230630,,2021-12-31T00:00:00Z,,49642000.0,,,,,,,,,,,,,
DK0010279215,Thrane & Thrane A/S,2000-04-30T00:00:00Z,21976000.0,,,,,31-33,Manufacturing,334,Computer and Electronic Product Manufacturing,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,3342,Communications Equipment Manufacturing,Denmark,
DK0010279215,,2001-04-30T00:00:00Z,4318000.0,,,,,,,,,,,,,,
DK0010279215,,2002-04-30T00:00:00Z,0.0,,,,,,,,,,,,,,
DK0010279215,,2003-04-30T00:00:00Z,,,,,,,,,,,,,,,
DK0010279215,,2004-04-30T00:00:00Z,,,,,,,,,,,,,,,
DK0010279215,,2005-04-30T00:00:00Z,,150104000.0,,,,,,,,,,,,,
DK0010279215,,2006-04-30T00:00:00Z,800000.0,101429000.0,1433000.0,,800000.0,,,,,,,,,,
DK0010279215,,2007-04-30T00:00:00Z,,461803000.0,,,,,,,,,,,,,
DK0010279215,,2008-04-30T00:00:00Z,93479000.0,413700000.0,,,,,,,,,,,,,
DK0010279215,,2009-04-30T00:00:00Z,99529000.0,387920000.0,,,,,,,,,,,,,
DK0010279215,,2010-04-30T00:00:00Z,68342000.0,337411000.0,,,,,,,,,,,,,
DK0010279215,,2011-04-30T00:00:00Z,331478000.0,7291000.0,,,,,,,,,,,,,
DK0010279215,,2012-04-30T00:00:00Z,204025000.0,4868000.0,,,,,,,,,,,,,
DK0010279215,,2013-12-01T00:00:00Z,,,,,,,,,,,,,,,
DK0010279215,,2014-12-01T00:00:00Z,,,,,,,,,,,,,,,
DK0010279215,,2015-12-01T00:00:00Z,,,,,,,,,,,,,,,
DK0010279215,,2018-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010279215,,2019-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010279215,,2020-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010214352,Dai Holding A/S,,,,,,,55,Management of Companies and Enterprises,551,Management of Companies and Enterprises,551112,Offices of Other Holding Companies,5511,Management of Companies and Enterprises,Denmark,
DK0010272202,Genmab A/S,1999-12-31T00:00:00Z,0.0,0.0,,,,54,"Professional, Scientific, and Technical Services",541,"Professional, Scientific, and Technical Services",541714,Research and Development in Biotechnology (except Nanobiotechnology),5417,Scientific Research and Development Services,Denmark,NASDAQ COPENHAGEN A/S
DK0010272202,,2000-12-31T00:00:00Z,30349535.0,40780000.0,,15175000.0,15174535.0,,,,,,,,,,
DK0010272202,,2001-12-31T00:00:00Z,16220000.0,29876000.0,0.0,16220000.0,0.0,,,,,,,,,,
DK0010272202,,2002-12-31T00:00:00Z,16800000.0,12942000.0,10625000.0,13650000.0,3150000.0,,,,,,,,,,
DK0010272202,,2003-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010272202,,2004-12-31T00:00:00Z,16088000.0,,20960000.0,8044000.0,8044000.0,,,,,,,,,,
DK0010272202,,2005-12-31T00:00:00Z,17102000.0,,14485000.0,8551000.0,8551000.0,,,,,,,,,,
DK0010272202,,2006-12-31T00:00:00Z,13910000.0,,11251000.0,6955000.0,6955000.0,,,,,,,,,,
DK0010272202,,2007-12-31T00:00:00Z,14970000.0,,8182000.0,7485000.0,7485000.0,,,,,,,,,,
DK0010272202,,2008-12-31T00:00:00Z,11470000.0,,8964000.0,5735000.0,5735000.0,,,,,,,,,,
DK0010272202,,2009-12-31T00:00:00Z,7004000.0,,17938000.0,,7004000.0,,,,,,,,,,
DK0010272202,,2010-12-31T00:00:00Z,121871000.0,,11846000.0,,6091000.0,,,,,,,,,,
DK0010272202,,2011-12-31T00:00:00Z,11578000.0,,6056000.0,5789000.0,5789000.0,,,,,,,,,,
DK0010272202,,2012-12-31T00:00:00Z,7536000.0,,1892000.0,3768000.0,3768000.0,,,,,,,,,,
DK0010272202,,2013-12-31T00:00:00Z,2129000.0,,356000.0,,2129000.0,,,,,,,,,,
DK0010272202,,2014-12-31T00:00:00Z,237000.0,,118000.0,,237000.0,,,,,,,,,,
DK0010272202,,2015-12-31T00:00:00Z,118000.0,,0.0,,118000.0,,,,,,,,,,
DK0010272202,,2016-12-31T00:00:00Z,0.0,,0.0,,0.0,,,,,,,,,,
DK0010272202,,2017-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010272202,,2018-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010272202,,2019-12-31T00:00:00Z,26000000.0,,155000000.0,,26000000.0,,,,,,,,,,
DK0010272202,,2020-12-31T00:00:00Z,42000000.0,,277000000.0,,42000000.0,,,,,,,,,,
DK0010272202,,2021-12-31T00:00:00Z,62000000.0,,363000000.0,,62000000.0,,,,,,,,,,
DK0016017171,Nordic Blue Invest A/S Under Tvangsoploesning,,,,,,,71,"Arts, Entertainment, and Recreation",711,"Performing Arts, Spectator Sports, and Related Industries",711211,Sports Teams and Clubs,7112,Spectator Sports,Denmark,
DK0010247956,Broendbyernes IF Fodbold A/S,1998-12-31T00:00:00Z,10584000.0,27025000.0,,3299000.0,,71,"Arts, Entertainment, and Recreation",711,"Performing Arts, Spectator Sports, and Related Industries",711211,Sports Teams and Clubs,7112,Spectator Sports,Denmark,NASDAQ COPENHAGEN A/S
DK0010247956,,1999-12-31T00:00:00Z,2547000.0,26612000.0,,2547000.0,,,,,,,,,,,
DK0010247956,,2000-12-31T00:00:00Z,63838000.0,130109000.0,,6891000.0,,,,,,,,,,,
DK0010247956,,2001-12-31T00:00:00Z,26531000.0,175532000.0,,15504000.0,,,,,,,,,,,
DK0010247956,,2002-12-31T00:00:00Z,37771000.0,162701000.0,,15604000.0,,,,,,,,,,,
DK0010247956,,2003-12-31T00:00:00Z,33339000.0,141165000.0,,15481000.0,,,,,,,,,,,
DK0010247956,,2004-12-31T00:00:00Z,40429000.0,131335000.0,,12379000.0,,,,,,,,,,,
DK0010247956,,2005-12-31T00:00:00Z,12381000.0,119453000.0,,12381000.0,,,,,,,,,,,
DK0010247956,,2006-12-31T00:00:00Z,63758000.0,155912000.0,,14351000.0,,,,,,,,,,,
DK0010247956,,2007-12-31T00:00:00Z,116297000.0,141576000.0,,51688000.0,,,,,,,,,,,
DK0010247956,,2008-12-31T00:00:00Z,52147000.0,128933000.0,,14485000.0,,,,,,,,,,,
DK0010247956,,2009-12-31T00:00:00Z,61366000.0,111299000.0,,17798000.0,,,,,,,,,,,
DK0010247956,,2010-12-31T00:00:00Z,52908000.0,95602000.0,,15878000.0,,,,,,,,,,,
DK0010247956,,2011-12-31T00:00:00Z,19962000.0,81102000.0,,6917000.0,,,,,,,,,,,
DK0010247956,,2012-12-31T00:00:00Z,24237000.0,71598000.0,,7432000.0,,,,,,,,,,,
DK0010247956,,2013-12-31T00:00:00Z,7733000.0,63767000.0,,7733000.0,,,,,,,,,,,
DK0010247956,,2014-12-31T00:00:00Z,7823000.0,54424000.0,,7823000.0,,,,,,,,,,,
DK0010247956,,2015-12-31T00:00:00Z,11186000.0,46539000.0,,7974000.0,,,,,,,,,,,
DK0010247956,,2016-12-31T00:00:00Z,18577000.0,0.0,,18577000.0,,,,,,,,,,,
DK0010247956,,2017-12-31T00:00:00Z,0.0,,,0.0,,,,,,,,,,,
DK0010247956,,2018-12-31T00:00:00Z,27605000.0,,,,,,,,,,,,,,
DK0010247956,,2019-12-31T00:00:00Z,97491000.0,,,,,,,,,,,,,,
DK0010247956,,2020-12-31T00:00:00Z,0.0,,,,,,,,,,,,,,
DK0010247956,,2021-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010300193,Ringkjoebing Bank A/S,,,,,,,52,Finance and Insurance,522,Credit Intermediation and Related Activities,522110,Commercial Banking,5221,Depository Credit Intermediation,Denmark,
DK0010159581,NORHAVEN A/S under konkurs,,,,,,,31-33,Manufacturing,323,Printing and Related Support Activities,323111,Commercial Printing (except Screen and Books),3231,Printing and Related Support Activities,Denmark,
DK0015343438,Investeringsselskabet Af 30 4 1992 A/S,,,,,,,52,Finance and Insurance,525,"Funds, Trusts, and Other Financial Vehicles",525990,Other Financial Vehicles,5259,Other Investment Pools and Funds,Denmark,
DK0010237643,Parken Sport & Entertainment A/S,1997-06-30T00:00:00Z,1062000.0,1083000.0,,,,72,Accommodation and Food Services,721,Accommodation,721110,Hotels (except Casino Hotels) and Motels,7211,Traveler Accommodation,Denmark,NASDAQ COPENHAGEN A/S
DK0010237643,,1998-06-30T00:00:00Z,353000.0,1106000.0,,,,,,,,,,,,,
DK0010237643,,1999-06-30T00:00:00Z,0.0,1093000.0,,,,,,,,,,,,,
DK0010237643,,2000-06-30T00:00:00Z,25281000.0,0.0,,,,,,,,,,,,,
DK0010237643,,2001-06-30T00:00:00Z,0.0,351000.0,,,,,,,,,,,,,
DK0010237643,,2002-06-30T00:00:00Z,4076000.0,245130000.0,,,,,,,,,,,,,
DK0010237643,,2003-06-30T00:00:00Z,7508000.0,243252000.0,,,,,,,,,,,,,
DK0010237643,,2004-06-30T00:00:00Z,150466000.0,251600000.0,,,,,,,,,,,,,
DK0010237643,,2005-06-30T00:00:00Z,61682000.0,298103000.0,,,,,,,,,,,,,
DK0010237643,,2006-06-30T00:00:00Z,363913000.0,137618000.0,,,,,,,,,,,,,
DK0010237643,,2007-12-31T00:00:00Z,,,,,,,,,,,,,,,
DK0010237643,,2008-12-31T00:00:00Z,964921000.0,1114301000.0,,,,,,,,,,,,,
DK0010237643,,2009-12-31T00:00:00Z,1101007000.0,1016336000.0,,,,,,,,,,,,,
DK0010237643,,2010-12-31T00:00:00Z,36983000.0,1332573000.0,,,,,,,,,,,,,
DK0010237643,,2011-12-31T00:00:00Z,76258000.0,1212753000.0,,,,,,,,,,,,,
DK0010237643,,2012-12-31T00:00:00Z,116977000.0,1147852000.0,,,,,,,,,,,,,
DK0010237643,,2013-12-31T00:00:00Z,124560000.0,1017480000.0,,,,,,,,,,,,,
DK0010237643,,2014-12-31T00:00:00Z,119780000.0,927607000.0,,,,,,,,,,,,,
DK0010237643,,2015-12-31T00:00:00Z,142712000.0,1046651000.0,,,,,,,,,,,,,
DK0010237643,,2016-12-31T00:00:00Z,64728000.0,981290000.0,,,,,,,,,,,,,
DK0010237643,,2017-12-31T00:00:00Z,135311000.0,915732000.0,,,,,,,,,,,,,
DK0010237643,,2018-12-31T00:00:00Z,174194000.0,850116000.0,,,,,,,,,,,,,
DK0010237643,,2019-12-31T00:00:00Z,85124000.0,946034000.0,4987000.0,83084000.0,2040000.0,,,,,,,,,,
DK0010237643,,2020-12-31T00:00:00Z,86705000.0,1387247000.0,4248000.0,84301000.0,2404000.0,,,,,,,,,,
DK0010237643,,2021-12-31T00:00:00Z,175192000.0,1168441000.0,3335000.0,173049000.0,2143000.0,,,,,,,,,,
DK0010019652,Vordingborg Bank A/S,,,,,,,52,Finance and Insurance,522,Credit Intermediation and Related Activities,522180,Savings Institutions and Other Depository Credit Intermediation,5221,Depository Credit Intermediation,Denmark,
DK0010288125,Netop Solutions A/S,,,,,,,51,Information,513,Publishing Industries,513210,Software Publishers,5132,Software Publishers,Denmark,
DK0061686714,Broedrene A & O Johansen A/S,1998-12-31T00:00:00Z,129753000.0,,,,,42,Wholesale Trade,423,"Merchant Wholesalers, Durable Goods",423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,4237,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",Denmark,NASDAQ COPENHAGEN A/S
DK0061686714,,1999-12-31T00:00:00Z,128246000.0,0.0,,,,,,,,,,,,,
DK0061686714,,2000-12-31T00:00:00Z,312081000.0,5025000.0,,,,,,,,,,,,,
DK0061686714,,2001-12-31T00:00:00Z,265868000.0,4755000.0,,,,,,,,,,,,,
DK0061686714,,2002-12-31T00:00:00Z,201807000.0,62900000.0,,,,,,,,,,,,,
DK0061686714,,2003-12-31T00:00:00Z,212733000.0,60720000.0,,,,,,,,,,,,,
DK0061686714,,2004-12-31T00:00:00Z,315427000.0,81660000.0,,,,,,,,,,,,,
DK0061686714,,2005-12-31T00:00:00Z,334813000.0,80880000.0,,,,,,,,,,,,,
DK0061686714,,2006-12-31T00:00:00Z,486445000.0,77440000.0,,,,,,,,,,,,,
DK0061686714,,2007-12-31T00:00:00Z,677052000.0,78414000.0,0.0,,,,,,,,,,,,
DK0061686714,,2008-12-31T00:00:00Z,621058000.0,272939000.0,,,,,,,,,,,,,
DK0061686714,,2009-12-31T00:00:00Z,273059000.0,329662000.0,,,,,,,,,,,,,
DK0061686714,,2010-12-31T00:00:00Z,327934000.0,311678000.0,,,,,,,,,,,,,
DK0061686714,,2011-12-31T00:00:00Z,135498000.0,246074000.0,,,,,,,,,,,,,
